  -100      0.0000000
   -99      0.0000000
   -98      0.0000000
   -97      0.0000000
   -96      0.0000000
   -95      0.0000000
   -94      0.0000000
   -93      0.0000000
   -92      0.0000000
   -91      0.0000000
   -90      0.0000000
   -89      0.0000000
   -88      0.0000000
   -87      0.0000000
   -86      0.0000000
   -85      0.0000000
   -84      0.0000000
   -83      0.0000000
   -82      0.0000000
   -81      0.0000000
   -80      0.0000000
   -79      0.0000000
   -78      0.0000000
   -77      0.0000000
   -76      0.0000000
   -75      0.0000000
   -74      0.0000000
   -73      0.0000000
   -72      0.0000000
   -71      0.0000000
   -70      0.0000000
   -69      0.0000000
   -68      0.0000000
   -67      0.0000000
   -66      0.0000000
   -65      0.0000000
   -64      0.0000000
   -63      0.0000000
   -62      0.0000000
   -61      0.0000000
   -60      0.0000000
   -59      0.0000000
   -58      0.0000000
   -57      0.0000000
   -56      0.0000000
   -55      0.0000000
   -54      0.0000000
   -53      0.0000000
   -52      0.0000000
   -51      0.0000000
   -50      0.0000000
   -49      0.0000000
   -48      0.0000000
   -47      0.0000000
   -46      0.0000000
   -45      0.0000000
   -44  1.0000000E-05
   -43  2.0000000E-05
   -42  2.0000000E-05
   -41  1.0000000E-05
   -40  1.0000000E-05
   -39  1.0000000E-05
   -38  4.0000000E-05
   -37  4.0000000E-05
   -36  1.0000000E-05
   -35  1.0000000E-05
   -34  3.0000000E-05
   -33  3.0000000E-05
   -32  3.0000000E-05
   -31  8.0000000E-05
   -30  0.00014000000
   -29  0.00013000000
   -28  0.00013000000
   -27  0.00018000000
   -26  0.00030000000
   -25  0.00037000000
   -24  0.00058000000
   -23  0.00085000000
   -22   0.0011200000
   -21   0.0015400000
   -20   0.0022100000
   -19   0.0024600000
   -18   0.0031900000
   -17   0.0041600000
   -16   0.0053500000
   -15   0.0070700000
   -14   0.0093900000
   -13    0.011780000
   -12    0.014720000
   -11    0.016860000
   -10    0.019660000
    -9    0.022560000
    -8    0.026500000
    -7    0.030200000
    -6    0.035290000
    -5    0.041690000
    -4    0.048950000
    -3    0.054020000
    -2    0.060870000
    -1    0.069180000
     0    0.067670000
     1    0.065590000
     2    0.057690000
     3    0.050240000
     4    0.043820000
     5    0.037640000
     6    0.032640000
     7    0.027400000
     8    0.022650000
     9    0.017790000
    10    0.014570000
    11    0.011990000
    12    0.010200000
    13   0.0083100000
    14   0.0076400000
    15   0.0067600000
    16   0.0056900000
    17   0.0042700000
    18   0.0033800000
    19   0.0025800000
    20   0.0020300000
    21   0.0016300000
    22   0.0016700000
    23   0.0015100000
    24   0.0012100000
    25  0.00070000000
    26  0.00033000000
    27  0.00018000000
    28  0.00014000000
    29  8.0000000E-05
    30  6.0000000E-05
    31  5.0000000E-05
    32  5.0000000E-05
    33  3.0000000E-05
    34  1.0000000E-05
    35      0.0000000
    36      0.0000000
    37      0.0000000
    38      0.0000000
    39      0.0000000
    40      0.0000000
    41      0.0000000
    42      0.0000000
    43      0.0000000
    44      0.0000000
    45      0.0000000
    46      0.0000000
    47      0.0000000
    48      0.0000000
    49      0.0000000
    50      0.0000000
    51      0.0000000
    52      0.0000000
    53      0.0000000
    54      0.0000000
    55      0.0000000
    56      0.0000000
    57      0.0000000
    58      0.0000000
    59      0.0000000
    60      0.0000000
    61      0.0000000
    62      0.0000000
    63      0.0000000
    64      0.0000000
    65      0.0000000
    66      0.0000000
    67      0.0000000
    68      0.0000000
    69      0.0000000
    70      0.0000000
    71      0.0000000
    72      0.0000000
    73      0.0000000
    74      0.0000000
    75      0.0000000
    76      0.0000000
    77      0.0000000
    78      0.0000000
    79      0.0000000
    80      0.0000000
    81      0.0000000
    82      0.0000000
    83      0.0000000
    84      0.0000000
    85      0.0000000
    86      0.0000000
    87      0.0000000
    88      0.0000000
    89      0.0000000
    90      0.0000000
    91      0.0000000
    92      0.0000000
    93      0.0000000
    94      0.0000000
    95      0.0000000
    96      0.0000000
    97      0.0000000
    98      0.0000000
    99      0.0000000
   100      0.0000000
