0  1000
1  847
2  819
3  865
4  813
5  769
6  755
7  829
8  788
9  795
10  690
11  715
12  664
13  712
14  638
15  706
16  641
17  614
18  627
19  585
20  591
21  574
22  601
23  551
24  557
25  525
26  524
27  547
28  522
29  520
30  492
31  461
32  430
33  445
34  429
35  380
36  373
37  412
38  396
39  361
40  352
41  366
42  358
43  325
44  304
45  330
46  331
47  273
48  282
49  286
50  246
51  275
52  263
53  246
54  215
55  207
56  217
57  176
58  170
59  169
60  188
61  170
62  157
63  152
64  166
65  149
66  124
67  150
68  136
69  142
70  124
71  110
72  101
73  97
74  82
75  120
76  90
77  89
78  82
79  85
80  70
81  71
82  55
83  76
84  50
85  52
86  56
87  39
88  45
89  34
90  30
91  31
92  17
93  25
94  19
95  10
96  12
97  9
98  2
99  0
