0  1000
1  813
2  786
3  783
4  737
5  709
6  678
7  711
8  639
9  573
10  547
11  525
12  483
13  504
14  505
15  409
16  431
17  377
18  360
19  280
20  290
21  260
22  284
23  259
24  231
25  240
26  203
27  176
28  181
29  149
30  164
31  147
32  129
33  122
34  116
35  75
36  75
37  67
38  66
39  70
40  56
41  49
42  42
43  42
44  41
45  31
46  29
47  30
48  26
49  29
50  28
51  9
52  16
53  17
54  13
55  6
56  4
57  9
58  6
59  9
60  5
61  1
62  5
63  2
64  6
65  1
66  1
67  2
68  1
69  5
70  0
71  0
72  1
73  0
74  1
75  0
76  0
77  0
78  0
79  0
80  1
81  0
82  0
83  0
84  0
85  0
86  0
87  0
88  0
89  0
90  0
91  0
92  0
93  0
94  0
95  0
96  0
97  0
98  0
99  0
