0  1000
1  989
2  1004
3  930
4  988
5  950
6  963
7  896
8  918
9  904
10  911
11  835
12  897
13  915
14  829
15  820
16  822
17  808
18  848
19  749
20  780
21  799
22  806
23  782
24  738
25  778
26  769
27  731
28  720
29  679
30  662
31  666
32  671
33  643
34  658
35  654
36  649
37  611
38  602
39  580
40  661
41  547
42  596
43  579
44  539
45  513
46  523
47  547
48  496
49  518
50  493
51  479
52  455
53  425
54  483
55  424
56  403
57  481
58  420
59  391
60  422
61  407
62  403
63  371
64  365
65  359
66  337
67  317
68  322
69  310
70  273
71  252
72  286
73  261
74  267
75  250
76  226
77  241
78  217
79  234
80  198
81  191
82  170
83  155
84  164
85  127
86  145
87  118
88  108
89  91
90  99
91  62
92  60
93  83
94  48
95  49
96  35
97  24
98  9
99  0
