0  1000
1  967
2  1000
3  962
4  963
5  925
6  912
7  893
8  931
9  901
10  879
11  853
12  855
13  822
14  830
15  776
16  804
17  813
18  790
19  830
20  744
21  763
22  740
23  727
24  702
25  757
26  695
27  738
28  643
29  710
30  666
31  664
32  584
33  611
34  613
35  594
36  551
37  577
38  546
39  521
40  567
41  561
42  555
43  512
44  474
45  452
46  503
47  478
48  460
49  479
50  424
51  424
52  412
53  406
54  378
55  388
56  393
57  371
58  316
59  308
60  331
61  313
62  326
63  328
64  316
65  309
66  283
67  280
68  275
69  264
70  230
71  199
72  260
73  233
74  243
75  220
76  205
77  202
78  159
79  170
80  144
81  160
82  139
83  114
84  132
85  114
86  135
87  106
88  93
89  83
90  65
91  63
92  63
93  37
94  43
95  30
96  30
97  25
98  14
99  0
