0  1000
1  866
2  847
3  839
4  806
5  832
6  868
7  779
8  838
9  831
10  815
11  748
12  786
13  750
14  737
15  758
16  699
17  743
18  677
19  692
20  676
21  721
22  671
23  650
24  648
25  627
26  623
27  631
28  612
29  554
30  626
31  564
32  600
33  555
34  565
35  531
36  583
37  552
38  527
39  492
40  536
41  514
42  471
43  492
44  527
45  484
46  455
47  481
48  460
49  426
50  389
51  397
52  409
53  399
54  385
55  361
56  350
57  347
58  353
59  347
60  309
61  318
62  304
63  295
64  283
65  284
66  265
67  279
68  231
69  244
70  250
71  257
72  235
73  224
74  195
75  192
76  203
77  172
78  176
79  164
80  155
81  165
82  124
83  139
84  125
85  110
86  110
87  101
88  103
89  93
90  69
91  73
92  42
93  48
94  43
95  26
96  17
97  17
98  19
99  0
