0  1000
1  1014
2  933
3  926
4  891
5  928
6  911
7  981
8  879
9  931
10  910
11  875
12  917
13  902
14  893
15  831
16  867
17  837
18  769
19  788
20  786
21  774
22  768
23  807
24  804
25  751
26  776
27  697
28  727
29  749
30  662
31  697
32  647
33  690
34  685
35  711
36  592
37  646
38  615
39  639
40  577
41  582
42  565
43  568
44  542
45  562
46  512
47  492
48  538
49  520
50  497
51  519
52  467
53  449
54  438
55  433
56  438
57  391
58  407
59  407
60  421
61  381
62  390
63  383
64  368
65  345
66  329
67  336
68  274
69  323
70  331
71  257
72  282
73  287
74  259
75  251
76  234
77  256
78  206
79  200
80  172
81  200
82  167
83  133
84  146
85  130
86  139
87  126
88  92
89  92
90  77
91  87
92  64
93  70
94  41
95  35
96  24
97  21
98  7
99  0
